en,ja
Sea Sniper God,最強の海上スナイパー
Sea of Plenty,豊穣の海
Sea of Thyme,タイム香る海辺Taimu Kaoru Umibe
Seafish Canned Cat Food,猫缶・海の幸
Seafood Noodles,白鉢海鮮ラーメン
Seagaze Road,海覧通り
Striped Prawn,シマシマエビShimashimaebi
Seal of Abnormal Breakthrough,異常突破の印
Seal of Anomalous Secrecy,異常封印の印
Seal of Bright Awakening,利剣の印
Seal of Concealment,感知遮断の印
Seal of Enemy Fortitude,難攻不落の印
Seal of Energy Sacrifice,エネルギー進呈の印
Seal of Fatal Retaliation,致命反撃の印
Seal of Malevolent Pursuit,悪辣追撃の印
Seal of Plundered Blood,生命喪失の印
Seal of Precision Strikes,精密打撃の印
Seal of Revelation,弱点暴露の印
Seal of Spiritual Rejuvenation,心霊蘇生の印
Seal of Thorny Shackles,棘枷の印
Seal of the Stunned Hunter,ブレイクハンターの印
Sealed Gaze,封じられた眺め
Sean,シェーンShēn
Seapearl Waves,真珠を運ぶさざ波
Searching for the Prototype,プロトタイプを探せ
Echoes of Silver (I),シルバーの復活（上）
Searching the Battlefield,戦場の追跡
Seashell,海辺の貝殻Umibe no Kaigara
Seaside Fishing Spot,近海の釣り場
Seaside Stroll,海辺のお散歩
Bury Your Tears With the Past (A),涙と過去を埋めて（上）Nami to Kako wo Umete (Jō)
Bury Your Tears With the Past (B),涙と過去を埋めて（下）Nami to Kako wo Umete (Ge)
Mission Unthinkable (A),「非常なる任務」（上）
Where Clouds Embrace the Dawn,雲霞の行き着く処Unka no Ikitsuku Cho
The Impending Crash of Waves,遅れてきた波の花たちにOkuretekita Nami no Hana tachi ni
Do Not Go Gentle Into That Good Night,穏やかな夜をよしとせずOdayaka na Yoru wo Yoshitosezu
Memories of Dreams Bygone,いまでも夢を覚えていますかImademo Yumewo Oboeteimasuka
On the Precipice of the Abyss,遥かなる深淵に臨めどもHaruka naru Shinen ni Nozome domo
Seasoned Gardener,ベテラン「庭師」
Sebbie,セセSese
Second Rescue,二度目の救援Nidome no Kyū'en
The KidⅢ,幼子Ⅲ
Secret Doctor,"「闇医者」""Yamiisha"""
Secret Mission,極秘任務
Secret Number,謎の番号
Secret Past,秘められし過去
Secret Path,秘密通路
Secrets Deep in the Corridor,回廊深部の秘密
Secrets of Eridu,丸裸エリー
Hollow Special Operations Section 6,対ホロウ特別行動部第六課Tai Horou Tokubetsu Kōdōbu Dairokka
Section 6 Certification,6課のお墨付き
Section 6 Office,対ホロウ六課オフィスTai Horō Rokka Ofisu
[Section 6 Operation] Missing Bangboo (II),「六課の作戦タスク」ボンプの捜索・二
[Section 6 Operation] Strange Gathering (I),「六課の作戦タスク」怪しい集会・一
Security Door,セキュリティドアSekyuritidoa
Security Operative,特務護衛
Bangboo,ボンプBonpu
Sedative (L),鎮静剤（大）
Sedative (M),鎮静剤（中）
Sedative (S),鎮静剤（小）
See You in New Eridu,「エリーで会いましょう」
See you. Mewmew!,またね、にゃんきち！
Seed,"「シード」""Shīdo"""
Seed's Footprints,「シード」という名の足跡
Seed's namecard,「シード」の名刺
Seed Sr.,"「ビッグ・シード」""Biggu Shīdo"""
"Seed Standing Tall, Upon This Earth",大地に立つ「シード」
Seemed Too Difficult I,エーテル・グルグルⅠ
Seemed Too Difficult II,エーテル・グルグルⅡ
Seemed Too Difficult III,エーテル・グルグルⅢ
Self-Cultivation Through Food,"食は万物に通ず。いざ心身を磨かん！Shoku wa Banbutsu ni Ttūzu, Iza Shinshin wo Mikan"
Self-Cultivation Through Food,"食は万物に通ず。いざ心身を磨かん！Shoku wa Banbutsu ni Ttūzu, Iza Shinshin wo Mikan"
Self-Cultivation Through Food,"食は万物に通ず。いざ心身を磨かん！Shoku wa Banbutsu ni Ttūzu, Iza Shinshin wo Mikan"
Goldword,「チンモクハキン」
Self-Made,独立独歩
Self-Motivation,飴も鞭も自腹
Self-Rescue by Fire,火をもって火を制す
Self Reassurance,「自己暗示」
Senior Investigator's Supply Box,ベテラン調査員の物資箱
Senior Investigator Log,ベテラン調査員の記録
Sentinel,哨兵Shōhei
Serena,セレナSerena
Serene,セレンSeren
Serial Thefts: Assistant,連続窃盗事件・協力
Serial Thefts: Truth,連続窃盗事件・真相
Serious Girl,生真面目な少女Kimajimena Shōjo
Seth Lowell,セス・ローウェルSesu Rōueru
Seth's Namecard,セスの名刺
Seth Lowell,セス・ローウェルSesu Rōueru
Sever the Source of Corruption,穢れの源を断ち切る
Severed Innocence,純然の犠牲Junzen no Gisē
Severely Dangerous Target Detected,超級ターゲット発見
Severely Dangerous Target Detected,超級ターゲット発見
Shadow Crystal,シャドウ結晶
Shadow Crystal Data,シャドウ結晶のデータ
Shadow Harmony,シャドウハーモニーShadou Hāmonī
Assist Follow-Up: Shadow Strike,支援突撃：迅影
Shadow of Horror I,「恐怖の影I」
Shadow of Horror II,「恐怖の影II」
Shadow of Horror III,「恐怖の影III」
Shadow of Horror IV,「恐怖の影IV」
Shadow of Horror V,「恐怖の影V」
Shake off the Pursuit,追跡を振り切れ
Shall Not Pass,通行止め
Shared Beliefs,信念をひとつに
Sharing Good Fortune,分かち合う幸せ
Assist Follow-Up: Shark Cruiser,支援突撃：巡洋シャーク
Shark Frenzy,シャークバーストShāku Bāsuto
Shark Point Fishing Spot,サメの釣り場
Quick Assist: Shark Sentinel,クイック支援：護衛シャーク
Sharkboo,ガブットボンプGabuttobonpu
Sharkboo Core,コア・「ガブットボンプ」
EX Special Attack: Sharknami,強化特殊スキル：シャーク・トルネード
Sharon,シャロンSharon
Sharp-Eyed Bangboo Detective!,冴えるボンプ探偵Saeru Bonpu Tantei
Sharp Fang and Blunt Axe,鋭牙と鈍斧
Sharpened Stinger,磨き抜かれた切っ先Migaki Nukareta Kissaki
Shatterbug,爆裂虫
Shattered Edge,影の刃を折る
Shawn,ショーンShōn
Sheepdog,シープドッグShīpudoggu
Sheer Force,透徹力
Sheer Force,透徹力
Sheer Force,透徹力
Sheila,シラShira
Shelf,陳列台
Shellboo,コウラKoura
Shepherd,"「羊飼い」""Hitsujikai"""
Shh! Don't Ask How Much!,いくらかかったかは聞かないで
Shh! Don't Speak to Ethereals!,しっ！エーテリアスと話すな！
Shield,シールド値Shīrudo Chi[!][!]Assumed reading
Shield,シールド値Shīrudo Chi[!][!]Assumed reading
Autonomous Tactical Unit — Shielded Defender,自律戦術ユニット・「シールドディフェンダー」
Autonomous Tactical Unit - Shielded Defender Omega,"自律戦術ユニット・「シールドディフェンダー・Ω」Jiritsu Senjutsu Unitto - ""Shīrudo Difendā - Ω"""
Shinies Shopper,キラキラ買い物代行
Shining,きらめきKirameki
Shining - Instrumental,Shining - Instrumental
Shining Hair,きれいな髪のひみつ
Shining Promise in the Sky of Dawn,暁の空に、輝ける誓い
Shining Promise in the Sky of Dawn,暁の空に、輝ける誓い
Shiyu Defense,式輿防衛戦
Ambush Node,奇襲ノード
Ambush Node,奇襲ノード
Ambush Node,奇襲ノード
Critical Node,激変ノードGekihen Nōdo
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,危局ノード
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Critical Node,激変ノードGekihen Nōdo
Disputed Node,紛争ノードFunsō Nōdo
Disputed Node,紛争ノードFunsō Nōdo
Stable Node,安定ノードAntē Nōdo
Shiyu Defense: Adaption,式輿防衛・応変
Shiyu Defense: Adaption,式輿防衛・応変
Shiyu Defense: Waypoint,式輿防衛・アンカーポイント
Ye Shiyuan,葉釈淵Yō Shakuen[11]
Shnnnn~,Shnnnn…
Shock-Like Sensation I,ビリっときたⅠ
Shock-Like Sensation II,ビリっときたⅡ
Shock-Like Sensation III,ビリっときたⅢ
Shock Sniper,電流狙撃
Shocking Conspiracy,驚きの陰謀
Shocking Gift,爆烈ギフト
Shockstar Disco,ショックスター・ディスコShokkusutā Disuko
Dodge: Shoo!,回避：『離』
Shoo the Fool,マヌケを追い払え
Shop,ショップShoppu
Shopaholic,爆買い
Shopping Lover,ぶらぶらするのが好き
Shopping Maniac,太っ腹なお客さん
Shopping Plan,買い物リスト
Shopping Plan,買い物リスト
Shopping Plan,買い物リスト
Shopping Service,お買い物代行サービス
Shop,ショップShoppu
Short Break,ちょっとひと息
Short Distance Collection,近距離収集
Short Distance Collection II,近距離収集Ⅱ型
Should I Be the Stars of Lyra,Should I Be the Stars of Lyra
Should I Check My Fortune Before Heading Out?,出かけるか占いで決めてる？
Quick Assist: Shoulder-To-Shoulder,クイック支援：肩を並べて
Show Time!,幻の幕開け！
Shower Tips,お風呂のコツ
Shui,シュイShui
Shun,順くん
Ye Shunguang,葉瞬光Yō Shunkō[3]
噬魂犬,噬魂犬
Smart,チーチーChīchī
Sibling Friendship,「仲良し」兄妹
Sidney,西井Nishī[!][!]Assumed reading
Sienna,シエナShi'ena
Sights of Asphodel,冥き目と幽世の花Kurakime to Kakuriyo no Hana
Signal Calibration,信号調節
Signal Search,変調Henchō
Signal Search Thank-You Gift,変調還元
Signal Search,変調Henchō
Signal Shop,発信源ストア
Signature Style,スタイルは自分で定義する
Signboard,看板
Signboard,看板
Chain Attack: Signed and Sealed,連携スキル：押印、決裁
Silent Journey,静かなる旅路
Silent Tape,沈黙のカセットテープ
Silver's Witness,シルバー隊を見届けし者
Silver Blade Unleashed,シルバーブレード解放Shirubā Burēdo Kaihō
Defense Force - Silver Squad,防衛軍・シルバー小隊Bōeigun - Shirubā Shōtai
Silver Lion Crash,銀獅子の雷鳴
Soldier 0 - Anby,0号・アンビーZero Gō - Anbī
Silver Soldier Song,シルバーソルジャーの歌Shirubā Sorujā no Uta
Jump Cut Montage,飛び切りモンタージュ
Silver Soldier Song,シルバーソルジャーの歌
Defense Force - Silver Squad,防衛軍・シルバー小隊Bōeigun - Shirubā Shōtai
Silver Talent Seeker Medal,Silver Talent Seeker Medal
Silver Talent Seeker Medal,敬賢礼士銀メダル
Silver Talent Seeker Medal,敬賢礼士銀メダル
Silver Talent Seeker Medal,敬賢礼士銀メダル
Silver Talent Seeker Medal,敬賢礼士銀メダル
Silver Talent Seeker Medal,敬賢礼士銀メダル
Simmer Hot Pot Restaurant,火鍋屋「煮釜」
Simmer's Letter,「煮釜」の返信
Simmer Hot Pot Restaurant,火鍋屋「煮釜」
Simplified Truth Puzzle,簡略化された真相のパズル
Simulated Battle Trial,疑似的激戦試練
Simulated Sequence Showdown,VRランキング争奪戦
Sincere or Pretending?,嘘か真か
Sincerity of Knowledge,本心、一を以て之を貫く
Sinister Resonance,「険悪共鳴」
Sisters,姉妹
Sita,シータShīta
Site Diagram,現場の見取図Genba no Mitorizu
Hollow,ホロウHorou
Six Shooter,シックスシューターShikkusu Shūtā
Sixth Street,六分街
Sixth Street's Five-Star Store,六分街5つ星店舗
Sixth Street's Lord of Shadow,六分街の影のボス
Sixth Street Case (I),六分街怪奇事件簿-その一
Sixth Street Giveaway,六分街からの贈り物
Sixth Street Station,六分街駅
Sixth Street Theft Case,六分街窃盗事件
Sjal,ショウルShōru
Skilled Welder,熟練溶接工
Agent Outfit,コスチュームKosuchūmu
EX Special Attack: Skirt Alert,強化特殊スキル：スカートの裾に注意
Skying Fish,トビウオTobiuo
Fighting Style,Fighting Style
Sleepytime Stories,寝物語
Sleip,スレイプSureipu
Slice of Time,歳月の薄片Saigetsu no Hakupen
Dodge: Slide,回避：スライドステップ
Slowpoke,ノロNoro
Slumbering Mystery,眠りし謎
Small Body Big Crisis,小さな体、大きなトラブル
Small But Great,小さな大人
Small But Mighty,小柄な勇士様
Smart,チーチーChīchī
Smash,ヘビィハンマーHebiihanmā
Basic Attack: Smash 'n' Bash,通常攻撃：打ち砕いて、ぶちのめす
"EX Special Attack: Smash the Horizon, Bro!",強化特殊スキル：兄弟、天を衝け！
Smoked BBQ Noodles,黒鉢燻製チャーシュー麺
Smooth as Silk,新品同然
Snack,おやつ
Snake Charmers the Four of You!,4人の蛇使い
Snake Duel,スネークデュエルSunēku Dyueru
Snake Duel,スネーク・デュエルSunēku Dyueru
Snake Duel,スネーク・デュエルSunēku Dyueru
Snaky Voucher,ニョロニョロ引換券
Snap,カチャコKachako
Snap! Don't Blink!,瞬きしないで、パシャリ！
Snap! Look at the Camera!,カメラ目線で、パシャリ！
Snap Core,コア・「カチャコ」
Snapdragon,キンギョソウKingyosou
Snek,スネークSunēku
Snowbud Bowl,雪芽の茶碗
Snowy,雪玉Yukidama
So Sorry for Being So Rich!,お金持ちでご・め・ん
Soar Into the Gentle Night,鳥は優しい夜に抱かれ
Soaring Crane,蒼穹に響く鶴鳴Sōkyū ni Hibiku Kakumē
Soaring Crane,蒼穹に響く鶴鳴Sōkyū ni Hibiku Kakumē
Ye Shiyuan the Thrall,悪夢に縛られし者・葉釈淵
Social Death Experience,社会的な死を体験
Social Rendezvous Training Rules,デートの戦術プラン
Sofa,ソファSofa
Sofia,ソフィーSofī
Soil of Disaster,災難を育む大地
Soldier's Creed,兵士の信条
Soldier 0 - Anby,0号・アンビーZero Gō - Anbī
Soldier 0 - Anby,0号・アンビーZero Gō - Anbī
Soldier 0 - Anby's Namecard,0号・アンビーの名刺
Soldier 11,"「11号」""Jūichi Gō"""
Soldier 11's Movie Time,「11号」の映画タイム
Soldier 11's Namecard,「11号」の名刺
Soliciting Proxies for In-Hollow Rescue Operation,ホロウ救援活動に向けてプロキシ求む
Special Attack: Solid Hit!,特殊スキル：ヒット！
Solid as a Rock,盤石の如し
Solove Hollow,ソロブホロウSorobuhorou
Something's wrong with HIA's VR event! The one HSOS6 went to!,HIAのVR体験イベントで事件が起きた！対ホロウ六課が参加したやつ！
Something Certain,確信できること
Something Good Happened,おめでたいこと
Sometimes You Gotta Get Out & About,Sometimes You Gotta Get Out & About
