en,ja
Whitney,ホイットニー
Who's Unlucky?,フウンは誰？
Who's the Lucky Player?,福を招いてくれるのは誰？
Who's the Sacrifice?,「生贄」は誰
Who Am I?,WHO AM I?
Who Doesn't Love Kittens?,子猫ちゃんが嫌いな人なんていない
Who Has the Final Right of Interpretation,解釈の決定権は誰の手に
Who Is Spying?,窺う者
Who Lit the Nightlight?,夜の灯りをつけたのは？
Who Stares into the Abyss,深淵から見つめてくるのは
Who Will Get the Sacrifice Core,サクリファイスのコアは誰の手に
Why's the Captain Mad Again?,隊長がまたお怒りであります…
Wifi无处不在,Wifi无处不在
Wild Duck Out of Its Cage,ケージの外のアヒル
Wilderness Delicacy,荒野の料理
Wilderness Pursuit,荒野の追跡
Wildness' Blessing,荒野の祝福
Will to Overcome Adversity,逆境に打ち勝つ意志
William,ウィリアム
Willingly Baited,飛んで火に入る夏の虫
Willis,ウィリス
Wind of the Wild,ウィンド・オブ・ザ・ワイルド
Windchaser Harumasa,風追いの羽
Windguide Talismans,風に揺れる帯
Winding Roses,トキンバラの葬香
Window Shopping Isn't Working,勤務外ショッピング
"Windrider, Wavebreaker (I)",波を駆ける・其の一
"Windrider, Wavebreaker (II)",波を駆ける・其の二
"Windrider, Wavebreaker (III)",波を駆ける・其の三
Windsong Tassels,風にそよぐ朱糸
Wise,アキラ
Wish Bottle,夢追うボトル
Wish Bottle Adrift,夢追うボトル物語
Wish Bottle Adrift: Journey's Beginning,夢追うボトル物語・夢を追って出発
Wish Bottle Adrift: The Moment of Reunion,夢追うボトル物語・再会の時
Wish Bottle Adrift: The Spirit Whisperer,夢追うボトル物語・霊感を持つ語り部
Wish Bottle From the Night Emissary,「夜魔の語り部」からの夢追うボトル
Wish Bottle From the Sea Wizard,「海の魔法使い」からの夢追うボトル
"Wishful Aspirations, Future Prospects",願いと展望
Wishing Barrel,願望箱
Wishing You Prosperity!,儲かりますように！
Wishletter,称願箋
With You Here to Accompany Me,傍にいてください
With great power comes great...,大いなる力には…
With the Truth Often Comes Loneliness,真相への道は常に孤独
"With the waning moon nigh, the chosen shall descend as the clock strikes midnight. o' sinners, await judgment in silence!",残月はすでに至れり。時が真夜中を告げるころ、選ばれし者は降臨せん。咎人よ、静かに裁きの時を待つべし！
Withdraw,「リンキオウヘン」
Withdrawal Symptoms,「禁断症状」
Withered Crystal: Heaven's Azure,枯渇結晶・天青
Withered Crystal: Ink-Yellow,枯渇結晶・玄黄
Withered Crystal: Iron Red,枯渇結晶・赤釉
Withered Domain,枯渇の都
Withering Garden,凋落花園
Withering Garden: Core,凋落花園・核心
Withering Garden: Seedbed,凋落花園・苗床
Within Her Heterochromatic Gaze,「色違いの瞳には」
Witness: A Hero's Heel,見届けし者・勇者の踵
Witness: Aiming for Big Fish,見届けし者・大物志向
Witness: Peak of Ten Thousand Floors,見届けし者・一万層の頂上
Wolfishly Charming,Wolfishly Charming
Won't Fall Asleep!,眠らせない！
Wonderland Reverie,楽園夢遊記
Wonderland Reverie - Instrumental,Wonderland Reverie - Instrumental
Wonderland Trickery,楽園夢遊戯
Wooden Pot,木製の植木鉢
Woodie,ウッディー
Woodpecker Electro,ウッドペッカー・エレクトロ
Woody,アルボル
Woof Woof Woof Woof!,ワンワンワン！ワンッ！
Words and Weapons,口撃と剣戟
Workaholic,職業病
Workbench,作業台
Workout Time,トレーニングの時間だ
World Devourer,ヨルムンガンド
Worn Tablet,ボロボロのタブレット
Wrathborn Duo,業火の両端
Wrathful Vajra,金剛不壊怒髪衝冠
Xianglu,向律
Xiao Gong,篠宮
Xiaocheng,誠くん
Xiaolin,琳
Xinzhai Paperweight,心斎文鎮
Yanagi's Personal Touch,柳のお気に入り
Yang,ヤン
Yellowed Note,黄ばんだメモ
Yesterday's Prosperity,過ぎ去りし繁栄
Yesterday's Stage (I),取り残された舞台・その一
Yesterday's Stage (II),取り残された舞台・その二
Yesterday Calls,昨夜からの着信
Yi,乙
Yixuan,儀玄
Yidhari's Namecard,イドリーの名刺
Yidhari Tactical Prism Program,イドリーの戦術プリズム構想
Yijiang,儀降
Yixuan's Namecard,儀玄の名刺
Yixuan Tactical Prism Program,儀玄の戦術プリズム構想
You're Here?!,来たんだよな？相棒！
You're surrounded!,君達は既に包囲されている！
"You Can Catch Anything, Except...",何でも釣れる、あるものを除いて…
"You Can Catch Anything, Including Fish!",何でも釣れる、魚も！
You Can Touch the Wolf's Tail,狼の尻尾に触れてもいい
You There? Can I Borrow Your Wifi?,いる？ネット借りるよ
Young Lady Greta,乙女・グレーテル
Youngest Brother Gold,ゴールド末弟
Your Features,あなたのかたち
Your Heartbeat and Mine,君と僕の拍動
Your Name,あなたの名前
"Youthful Appearance, Old Soul","Youthful Appearance, Old Soul"
Yu Xiaoshan,シャン
Yum Cha Sin,飲茶仙
Yum Cha Sin Banquet Hall,飲茶仙の宴会場
Yun Yao,雲深
Yuna,ユナ
Yunkui Disciples Re-Emerge,雲嶽の弟子、再び山を出づる
Yunkui Summit,雲嶽山
Yunkui Tales,雲嶽は我に似たり
Yunkui Visitor,雲嶽を訪ねし者
Yuxin,雨欣
Yuzuha Tactical Prism Program,柚葉の戦術プリズム構想
Z-Merits,零号スコア
ZENLESS,ZENLESS
Zandra,ザンドラ
Zane,ゼーン
Zanshin Herb Case,残心の青籠
Zenless Limit,ゼンレス限界
Zenless Limit Gauge,ゼンレス限界測定器
Zenless Zone Zero,ゼンレスゾーンゼロ
Zero File: Miasma I,零号ファイル・ミアズマⅠ
Zero Key,零号暗号化キー
Zero Point Calibration,ゼロイン調整
Zest Against the Tide,レモン潮流
Zest in Motion,ホッピングライム
Zhao,照
Zhenglin,正林
Zhu Yuan's Namecard,朱鳶の名刺
Zi Xu,子虚
Zimo,子墨
Zora,ゾラ
「芝托邦」变奏曲,「芝托邦」变奏曲
上菜,上菜
不可触碰,不可触碰
不安之种,不安之种
不慌,不慌
乱,乱
以太虚境,以太虚境
以太虚境+,以太虚境+
以太虚境++,以太虚境++
以太虚境+++,以太虚境+++
侵袭次世代,侵袭次世代
保持怀疑,保持怀疑
入门金牌,入门金牌
六缸转速,六缸转速
十万次心跳,十万次心跳
同行于新艾利都,同行于新艾利都
吧台特调,吧台特调
吾本如斯,吾本如斯
咖啡伴侣,咖啡伴侣
嗯呐?,嗯呐?
嗯呐呐!,嗯呐呐!
嘿!朋友!,嘿!朋友!
回到放学那一年,回到放学那一年
大师金牌,大师金牌
大空洞,大空洞
天生丽质,天生丽质
如子弹穿过风,如子弹穿过风
如有闲情,如有闲情
孩子们的交友监督,孩子们的交友监督
安全出口,安全出口
宿命之路,宿命之路
小身材大危机,小身材大危机
岁岁,岁岁
当三明治来敲门,当三明治来敲门
快充嗯呢,快充嗯呢
急速激情,急速激情
我方斗志,我方斗志
敲门,敲门
新装备,新装备
无声晚祷,无声晚祷
无须他言,无须他言
时光正在回退,时光正在回退
最后一次飞行,最后一次飞行
松弛感,松弛感
极,极
械尸狂潮,械尸狂潮
此刻心绪,此刻心绪
治安官的一天,治安官的一天
波特山,波特山
混沌虚境,混沌虚境
漫行,漫行
瀑汤谷,瀑汤谷
燃油饮,燃油饮
猜忌,猜忌
献给始主的牲,献给始主的牲
现在正当时,现在正当时
生活百货,生活百货
白色网格,白色网格
破境,破境
红色革履,红色革履
股掌之间,股掌之间
胜负已分,胜负已分
自在一日,自在一日
荒唐童谣,荒唐童谣
菓,菓
虚境脱轨,虚境脱轨
虚无,虚无
褪色铁皮盒,褪色铁皮盒
请您先用茶,请您先用茶
足行天下,足行天下
躁动狂潮,躁动狂潮
迂回之径,迂回之径
远景,远景
迷,迷
逆境重生,逆境重生
遗忘的角落,遗忘的角落
邦布帮帮你,邦布帮帮你
邦布知道,邦布知道
邦布维修大师,邦布维修大师
金牌向你招手,金牌向你招手
金牌嘉奖,金牌嘉奖
金牌纪念,金牌纪念
闲散度日,闲散度日
风滚草与仙人掌,风滚草与仙人掌
骸,骸
黑兔子,黑兔子
黑暗深处,黑暗深处
黑色变调夹,黑色变调夹
Denny,ディニー
[Critical] Sniper Scope,[会心]ライフルスコープ
[Duel] Tonfa,[決闘]トンファー
[Critical] Spare Magazine,[会心]予備マガジン
[Critical] RPG Shell,[会心]RPGロケット弾
[Critical] Sawn-Off Shotgun,[会心]ソードオフショットガン
[Energy] Neon Cola,[エネルギー]ネオンコーラ
[Energy] Scarlet Noble Special,[エネルギー]紅男爵・シークレット
Dissonant Sonata,喧噪のソナタ
Godfinger,「GOD FINGER」
Defensive Assist: P&mdash;Please allow me!,パリィ支援：わ、私がやります！
EX Special Attack:&nbsp;Really Heavy,強化特殊スキル：兆、重たい
Chain Attack:&nbsp;Buckle Up,連携スキル：シートベルト！
Don't Touch,ドント・タッチ
Dimensional Musketeer,ディメンショナル・スナイパー
Devilboo,アクマデボンプ
[Vortex] Revolver,「激流」-銃型
[Critical] Weapon Crate,[会心]武器箱
[Critical] Tactical Goggles,[会心]軍用ゴーグル
[Energy] Raging Taurine,[エネルギー]覚醒タウリン
[Hollow],[ホロウ]
[Info] Proxy Must-Knows: Carrots,【豆知識】プロキシの一般教養&mdash;&mdash;「キャロット」編
Dollie,ドリー
Dinah,ディナ
[Post] Vision's shocking scandal exposed &mdash; Perlman is going to jail!,【雑談】ヴィジョンに驚愕の不祥事発覚！パールマン逮捕！
"[Ad] The CALM&nbsp;urban lightweight vehicle, unassuming yet exceptional!",【広告】カーム シティ軽自動車、サイレントかつエクセレント！
Quick Assist:&nbsp;Dark Thorn,クイック支援：黒い茨
Provisional Security Canine,臨時治安犬
I&mdash;It's Burning!,燃えてきたぁぁ！
Rally! Uhn-ne uhn-ne!,あつまれ ンナンナの友
M&mdash;Maid's Photobook!,メ、メイドさんの写真！
Old Customer &mdash; New Business,常連さんの新規依頼
Hati Pack Leader &mdash; Energized,ハティアルファ・蓄エネ型
Autonomous Tactical Unit &mdash; Shielded Defender,自律戦術ユニット・「シールドディフェンダー」
Don't Walk Alone,ノット・アローン
Dynamic Wallpaper: Anby,ライブ壁紙 アンビー
Dynamic Wallpaper: Anton,ライブ壁紙 アンドー
Dynamic Wallpaper: Ben,ライブ壁紙 ベン
Dynamic Wallpaper: Billy,ライブ壁紙 ビリー
Dynamic Wallpaper: Caesar,ライブ壁紙 シーザー
Dynamic Wallpaper: Corin,ライブ壁紙 カリン
Dynamic Wallpaper: Ellen,ライブ壁紙 エレン
Dynamic Wallpaper: Grace,ライブ壁紙 グレース
Dynamic Wallpaper: Jane,ライブ壁紙 ジェーン
Dynamic Wallpaper: Koleda,ライブ壁紙 クレタ
Dynamic Wallpaper: Lucy,ライブ壁紙 ルーシー
Dynamic Wallpaper: Lycaon,ライブ壁紙 ライカン
Dynamic Wallpaper: Nekomata,ライブ壁紙 猫又
Dynamic Wallpaper: Nicole,ライブ壁紙 ニコ
Dynamic Wallpaper: Piper,ライブ壁紙 パイパー
Dynamic Wallpaper: Qingyi,ライブ壁紙 青衣
Dynamic Wallpaper: Rina,ライブ壁紙 リナ
Dynamic Wallpaper: Seth,ライブ壁紙 セス
Dynamic Wallpaper: Zhu Yuan,ライブ壁紙 朱鳶
[Commission] Professional Hollow Service ★ Spring Repair,【依頼】ホロウ専門サービス★バネ修理
[Commission] Professional Hollow Service ★ Explosives Repair,【依頼】ホロウ専門サービス★爆破修理
[Commission] Professional Hollow Service ★ Signal Repair,【依頼】ホロウ専門サービス★信号修理
[Commission] Professional Hollow Service ★ Light Repair,【依頼】ホロウ専門サービス★電球修理
Dynamic Wallpaper: Burnice,ライブ壁紙 バーニス
Dorian,ドリアン
A Memoir of Work Screw-ups,オフィスの愛を守るため
A Life-Risking Celebration of Love,愛の儀式は命懸け
A Moment of Relaxation,ほっとするひと時
Dynamic Wallpaper: Lighter,ライブ壁紙 ライト
The Kid Ⅰ,幼子Ⅰ
The Kid Ⅱ,幼子Ⅱ
The Kid Ⅲ,幼子Ⅲ
Dynamic Wallpaper: Miyabi,ライブ壁紙 星見雅
Chaos Zeta,カオス ζ
[Dexterity] Advanced Chassis,[機敏]最先端のシャーシ
Dynamic Wallpaper: Soukaku,ライブ壁紙 蒼角
Dynamic Wallpaper: Harumasa,ライブ壁紙 浅羽悠真
Dynamic Wallpaper: Yanagi,ライブ壁紙 月城柳
Dynamic Wallpaper: Wise,ライブ壁紙 アキラ
Dynamic Wallpaper: Belle,ライブ壁紙 リン
A Dream Come True at Last,約束された正夢
Stars of Lyra+,スターズ・オブ・リラ+
Dynamic Wallpaper: Astra Yao,ライブ壁紙 アストラ・アストラ
Dynamic Wallpaper: Evelyn,ライブ壁紙 イヴリン
Dynamic Wallpaper: Bangboo Angler Club,ライブ壁紙・おいでよ ボンプとの釣り
Dennis,デニッシュ
A Fake Test,試練、偽りを以て真を乱す
A Maid's New Year Commemoration,メイドちゃんと新年の記念
Camellia Golden Week Guide,沙羅GWどこ行く？丨 旅行先をおすすめし合うスレ
Extra stock for Golden Week &mdash; come try in-store!,GW期間は増量中！ご来店お待ちしています！
Parasitic Ethereal Swarm &mdash; Code Name: Geppetto,片利共生型エーテリアス群・コード：ジェペット
Chapter 1 Intermission,第一章 幕間
A Gentleman's Visit,ある紳士の訪問
Destined to Meet Again,再会する運命
Dynamic Wallpaper: Soldier 0 - Anby,ライブ壁紙 0号・アンビー
Dynamic Wallpaper: Trigger,ライブ壁紙 「トリガー」
Dynamic Wallpaper: Soldier 11,ライブ壁紙 「11号」
Dynamic Wallpaper: Pulchra,ライブ壁紙 プルクラ
Dessert,スイーツ
Chapter 1: Seizing the Sea God's Offerings,第一章 供え物強奪、海神驚く
